SentenceId	Phrase	Sentiment
897	amount good intention able overcome triviality story	0
898	lrb ramsay rrb visually transforms dreary expanse dead end distaste character inhabit poem art music metaphor	4
899	film lrb rrb moment far	0
900	sweetly affecting story four sister coping one way another life endgame	4
901	disturbing examination appears definition bad police shooting	2
902	distance throwing many red herring many false scare genuine one barely register	0
903	almost	2
904	every sequel skip two hour gained	0
905	done	0
906	exist hushed line like back	2
907	somehow m griffith mr pryce bring wild welsh whimsy	4
908	densest distillation robert movie ever made	0
909	lot effort intelligence display execution awkward static lifeless rumbling	0
910	one outstanding thriller recent year	4
911	consider film celluloid litmus test intellectual emotional pedigree date giant step backward director admire	0
912	subtitled costume drama set remote african empire cell phone gun internal combustion engine politics thump timely tomorrow	4
913	opening contrived banter cliche loose end screenplay come second half	2
914	captivating new film	4
915	adored full monty resoundingly dying see old thing tired old setting keep reasonably entertained	2
916	worth catching griffith warm winning central performance	4
917	sorvino make princess seem smug cartoonish film really come alive poor hermocrates leontine pathetically compare note budding amour	0
918	making melodrama filmmaker cut natural grain producing work interested asking question answering	2
919	davis funny charming quirky feature film acting debut amy	4
920	uncomfortable movie suffocating sometimes almost senseless grey zone center though morbid one	0
921	lousy john q spit denzel washington fine performance title role	0
922	devoid pleasure sensuality even dubbed hedonistic	0
923	satin rouge new inventive journey encouraging see three dimensional average middle aged woman experience self discovery handled sensitivity	4
924	pointed often tender examination pro con unconditional love familial duty	4
925	another trumpet blast may new mexican cinema bornin	4
926	gorgeous look insufferably tedious turgid curiously constricted epic	0
927	sexy dangerous actress role reminds every turn elizabeth berkley flopping dolphin gasm	0
928	contrast neither dramatic comic weird fizzle	0
929	collateral damage trash earns extra point acting n	0
930	think figured bielinsky great game trouble con mark	2
931	swimming young woman face casting actress whose face project woman doubt yearning succeeds	4
932	packed bursting incident score character fictional history	2
933	want call domino	2
934	umpteenth summer skinny dip jerry bruckheimer putrid pond retread action twaddle	2
935	road paved good intention lead video store	4
936	chris columbus sequel faster livelier good deal funnier original	4
937	full flatulence joke mild sexual reference kung pow	0
938	whole affair predictable	2
939	film good viewing alternative young woman	4
940	read book film much better mother daughter tale last summer divine secret ya ya sisterhood saying much	4
941	also many thing made first one charming	4
942	sheridan	2
943	slight premise work ideal casting masterful british actor ian holm aged napoleon	4
944	never mind boob fantasti	4
945	schmidt nicholson goofy heartfelt mesmerizing king lear	4
946	thing costner movie known sanctimonious self righteous eager earn love want slap	0
947	funny heartwarming film	4
948	piece handiwork show indie tatter self conscious seam place quietly moving moment intelligent subtlety	4
949	amused entertained unfolding bielinsky cleverly constructed scenario greatly impressed skill actor involved enterprise	4
950	distance picture provides satisfyingly unsettling ride dark place national psyche	4
951	little add beyond dark vision already relayed superb recent predecessor like swimming shark player latest skewering may put insider outsider alike	0
952	unique n necessarily equate good matter admirably filmmaker gone broke	0
953	respective charm sandra bullock hugh grant worn threadbare	2
954	like hank character slow study action stilted tabloid energy embalmed	0
955	enthusiastically invokes percussion rhythm brass soul sense fierce competition help make great marching band half fun college football game	4
956	invigorating n give damn	4
957	cacoyannis perhaps effective creating atmosphere dust caked stagnation labored gentility	2
958	entertaining ultimately minor thriller	4
959	real star movie score song translate well film really well directed	4
960	punitively affirmational parable	2
961	demme finally succeeds diminishing stature oscar winning master lowly studio hack	0
962	horrid little propaganda film fascinating connection serb also network american right wing extremist	4
963	star producer salma hayek director julie taymor infused frida visual style unique inherent titular character painting process created masterful work art	4
964	one nearly dreadful expected	4
965	trying capture novel deeper intimate resonance film ironically distanced u character	0
966	real woman curve wear empowerment sleeve even worst harangue easy swallow thanks remarkable performance ferrera ontiveros	4
967	whole heap nothing core slight coming age coming tale	0
968	sensitive moving brilliantly constructed work	4
969	pull rug ready hate one character really sympathize another character something happens send different direction	2
970	art direction often exquisite anthropomorphic animal character beautifully realized clever makeup design leaving one hope eventual dvd release offer subtitle original italian language soundtrack	4
971	probably easy make worthless film	0
972	creative animation work may look fully rendered pixar industry standard us lighting effect innovative background equally impressive degree	4
973	often unfunny romp	2
974	make sense went back school check girl film frat boy idea good time	2
975	clever especially compelling	2
976	exit sign	0
977	actor showcase accomplishes primary goal without use special effect rather emphasizing character including supporting one	2
978	emperor club ruthless placid way find one conservative hidebound movie making tradition give new texture new relevance new reality	4
979	half hour long tv special humor would fast furious ninety minute drag	0
980	compelling mix trial movie escape movie unexpected fable ensures film never feel draggy	4
981	drowns sap	0
982	rare bird try force quirkiness upon audience	2
983	solid refined piece moviemaking imbued passion attitude	4
984	red dragon never cut corner	4
985	modeled	2
986	alternative medicine obviously merit ayurveda field favor	0
987	bland harmless	0
988	viewer asked often suspend belief holm performance film would total washout	0
989	small fortune salary stunt car might saved director tom dey spliced together bit piece midnight run hour lrb matter shrek rrb	0
990	good see michael caine whipping dirty word punching people stomach	4
991	thing break new ground tread old turf like hippopotamus ballerina	0
992	film exudes urbane sweetness woody allen seems bitterly forsaken	4
993	script dim witted pairing teen speak animal gibberish	0
994	cedar somewhat defuses provocative theme submerging hoary love triangle	4
995	might emerged hilarious lunacy hand woody allen mel brook lrb least heyday rrb come across lame sophomoric debut indie feature	0
996	disappointed movie long time	0
997	comedic moment romantic comedy	0
998	admire yet recommend overstays natural running time	0
999	plenty enjoy small part thanks lau	4
1000	action mechanical	0
1001	none half moving filmmaker seem think	0
1002	incredibly irritating comedy thoroughly vacuous people manages embody worst excess nouvelle vague without sense fun energy	0
1003	wait see	0
1004	none original n particularly funny	0
1005	fad long since vanished	2
1006	uneasy mix run mill raunchy humor seemingly sincere personal reflection	0
1007	worth cheering breakthrough devoid wit humor	0
1008	found appreciative director trying actually done	2
1009	clever enough though thin writing prof undoing	2
1010	stone seems knack wrapping theater cold blanket urban desperation	0
1011	done mostly weak script ca n support epic treatment	0
1012	whole thing play like tired tyco ad	0
1013	muy loco ridiculous rest dragonfly	0
1014	solondz creates effective moment discomfort character viewer alike	2
1015	includes much obvious padding	0
1016	well	2
1017	attempt nuance given capable cast drowned director jon purdy sledgehammer sap	0
1018	lrb rrb wonderfully loopy tale love longing voting	4
1019	character cast impossibly contrived situation totally estranged reality	0
1020	every cheesy scene though really cool bit movie conception future world holographic librarian lrb orlando jones rrb know everything answer question visually smart cleverly written nicely realized	4
1021	mark respectable summer blockbuster one two thing unadulterated thrill genuine laugh	4
1022	hybrid teen thriller murder mystery murder number fit profile closely	2
1023	alternately frustrating rewarding	4
1024	highly recommend irwin way film showcase	2
1025	hard believe something short could flabby	0
1026	anyone welcome dash avant garde fused humor take pleasure crazed joyous romp film	4
1027	merely indulges worst element	0
1028	true story queen men allegedly inspired lot funnier deftly enacted cobbled together onscreen	0
1029	interesting compelling	2
1030	catch feel capable charming mass star power pop induced score sentimental moment become spielberg trademark	4
1031	enigmatic film clever good conundrum worth solving	2
1032	fascination come power huston performance seems larger life yet fragile way ivan character accepts news illness quickly still find unable react	4
1033	eh	2
1034	highly uneven inconsistent margarita happy hour kinda resembles el cheapo margarita served within	0
1035	film try touch spousal abuse veers course becomes another revenge film	2
1036	lrb stephen rrb earnhart film optimism group people struggling give better lot life one currently	4
1037	glizty formulaic silly cagney top world replaced bottom barrel	0
1038	queen damned might guessed make sorry use aaliyah one starring role little point thing explode flame	0
1039	modern master chase sequence return chase end chase	4
1040	scrooge	2
1041	sub formulaic slap face seasonal cheer	0
1042	baffling mixed platter gritty realism magic realism hard swallow premise	0
1043	lrb rrb certainly laudable movie deal hot button issue comedic context barbershop n funny	0
1044	falcon arrives sky manhattan adventure red alert	4
1045	filmmaker asking u believe something improbable	2
1046	fascinating literary mystery story multiple strand controversy really wrote shakespeare play	4
1047	minority report stink	0
1048	unless zoning ordinance protect community dullest science fiction impostor opening today theater near	0
1049	handsome unfulfilling suspense drama suited quiet evening pb night amc	0
1050	film soprano gag incredibly dated unfunny also demonstrate desperate maker cash sequel	0
1051	vast majority casual filmgoers probably talky bore	0
1052	finely crafted finely written exquisitely performed	4
1053	real reason see real reason	2
1054	lrb crystal de niro rrb manage squeeze good laugh enough make silly con job sing	2
1055	master disguise run minute feel like three hour	0
1056	delightfully unpredictable hilarious comedy wonderful performance tug heart way utterly transcend gender label	4
1057	n matter film le minute	4
1058	n hate el crimen del padre amaro anti catholic	2
1059	new insomnia surprisingly faithful remake chilly predecessor elect head direction employ change fit well rather one imposed sake commercial sensibility	4
1060	sheer dynamism infectious	4
1061	troll cult section local video store real deal	2
1062	bear even worse imagined movie ever could	0
1063	crush could worst film man made woman since valley doll	0
1064	mcconaughey entirely irony free zone bale reduced mainly batting sensitive eyelid enough intelligence wit innovation screen attract sustain older crowd	0
1065	light engaging comedy fumble away almost accumulated enjoyment crucial third act miscalculation	0
1066	presume audience wo n sit still sociology lesson however entertainingly presented trot conventional science fiction element bug eyed monster futuristic woman skimpy clothes	0
1067	n offer audience way gripping point even attitude toward subject	0
1068	loquacious dreary piece business	0
1069	blue crush predictable tide	0
1070	waydowntown manages nail spirit crushing ennui denuded urban living without giving	4
1071	disturbing	0
1072	defiantly delightfully grain	4
1073	compelling coming age drama arduous journey sensitive young girl series foster home fierce struggle pull free dangerous domineering mother hold	4
1074	strange delightfully	4
1075	clash artificial structure story contemporary naturalistic tone film	0
1076	jagger stoppard director michael apted deliver riveting surprisingly romantic ride	4
1077	material slight admittedly manipulative jacquot preserve tosca intoxicating ardor use camera	4
1078	lrb rrb slummer	0
1079	ultimately history academy people may wondering jazz chicago	0
1080	direction occasionally rise level marginal competence film hard tell chasing	0
1081	story set sea ghost ship pretty landbound leaden acting dull exposition telegraphed surprise	0
1082	icy face new film subzero version monster inc without latter imagination visual charm texture	0
1083	rebellion misdirected ca n fight culture	2
1084	million dollar heaped upon project vast proportion need reap reward spiffy bluescreen technique stylish weaponry	0
1085	family portrait need neurosis nervy negativity rare treat show promise digital filmmaking	4
1086	poignant gently humorous parable love character communicates something rather beautiful human nature	4
1087	smug artificial ill constructed fatally overlong never find consistent tone lack bite degenerating pious preachy soap opera	2
1088	charlie hunnam twinkling eye repressed smile determined face needed carry dickensian hero	4
1089	measured practically like themed film oscar sweeping franchise predecessor silence lamb red dragon rate exceptional thriller	4
1090	watching brian depalma movie like watching alfred hitchcock movie drinking twelve beer	0
1091	guy get girl guy loses girl audience fall asleep	0
1092	story get sillier scarier go along	0
1093	thank	2
1094	despite hawaiian setting science fiction trimming moment rowdy slapstick basic plot lilo could pulled tear stained vintage shirley temple script	0
1095	reassuring retro uplifter	4
1096	alternately raucous sappy ethnic sitcom wise send regret	0
1097	sheer joy pride took work shine every frame	4
1098	filmmaker stacy peralta flashy editing style n always jell sean penn monotone narration respect material without sentimentalizing	4
1099	nonstop artifice ultimately prof tiresome surface histrionics failing compensate paper thin characterization facile situation	0
1100	tv skit com material fervently deposited big screen	0
1101	group self absorbed woman mother daughter featured film	0
1102	lohman adapts change required actress director peter kosminsky never get audience break wall character erects	2
1103	wonderful combination sweetness extraordinary technical accomplishment first film maintained overall impact fall little flat storyline never quite delivers original magic	2
1104	although commentary nachtwey provided image really tell tale	4
1105	everyone blame	0
1106	instead see chance revitalize always remarkable clung tradition	4
1107	film belongs marvelous verdu sexy slip earth mother mourns tragedy private embrace life public	4
1108	assured glossy shot brittle desperation	4
1109	mildly curious fear put sleep bewildered artsy often pointless visuals	0
1110	ultimately make windtalker disappointment superficial way deal story	0
1111	least fairly impressive debut director charles stone iii	4
1112	instead put sleep	0
1113	evocative imagery gentle lapping rhythm film infectious get skin draw u long plot kick gear	4
1114	charming funny beautifully crafted import us little dialogue making relatively effortless read follow action time	4
1115	truly terrible	0
1116	labute masterfully balance traditional modern story together manner one never overwhelms	4
1117	perry good interesting character serving sara n much serve silly fluff	0
1118	anemic pretentious	0
1119	concept make nervous idea film creepy scary effectiveness	2
1120	watchable point situation dialogue spin hopelessly control say carol kane appears screen	0
1121	might sort credible gender provoking philosophy submerged hell care	0
1122	lrb hopkins rrb n much phone performance fax	0
1123	film confusing melange tone style one moment romantic trifle next turgid drama	0
1124	film one year best	4
1125	buoyant romantic comedy friendship love truth together	4
1126	davis get vivid performance cast pull deft ally mcbeal style fantasy sequence	4
1127	sundance film festival become buzz obsessed fan producer descend upon utah january ferret next great thing	2
1128	one slyly exquisite anti adult movie ever made	4
1129	bewilderingly brilliant entertaining movie	4
1130	film appeal discovery channel fan surely widen perspective u see continent rose colored glass	2
1131	matthew lillard born play shaggy	4
1132	light silly photographed colour depth rather good time	4
1133	funny way make ache sadness lrb way chekhov funny rrb profound without ever self important warm without ever succumbing sentimentality	4
1134	ultimately repellent fully endear american art house audience notable stylistic austerity forcefulness	0
1135	emotional seesawing hard figure depth two literary figure even time lived	0
1136	combination lightness strictness instance give italian beginner amiable aimlessness keep seeming predictably formulaic	2
1137	continually challenge perception guilt innocence good guy bad asks u whether noble end justify evil mean	4
1138	good naturedly cornball sequel	4
1139	moonlight mile n quite go distance cast impressive give life broken character trying make way tragedy	4
1140	ararat went astray	0
1141	documentary much conventional lot boring talking head etc subject matter justice	0
1142	discursive oddly riveting documentary	4
1143	feature necessary hole head	0
1144	movie got grinning	4
1145	film virtually choke self consciousness	2
1146	one plain unimaginative romantic comedy ever seen	0
1147	rare imax movie wish longer hour	4
1148	matrix style massacre erupt throughout movie tougher time balancing violence kafka inspired philosophy	0
1149	elegantly produced expressively performed six musical number crystallize key plot moment minutely detailed wonder dreamlike ecstasy	4
1150	filmed tosca first way pretty good job filmed tosca want	4
1151	lavishly exhilaratingly tasteless	2
1152	would unendurable viewing experience ultra provincial new yorker year old reese witherspoon hand inject pure fantasy character melanie carmichael massive infusion old fashioned hollywood magic	4
1153	richard pryor mined personal horror came treasure chest material lawrence give u mostly fool gold	0
1154	thing look like made home video quickie	2
1155	slender plot feel especially thin stretched nearly minute running time	0
1156	reminiscent alfred hitchcock thriller scary part sign occur waiting thing happen	4
1157	merchant ivory team continues systematically destroy everything hold dear cinema begun split even damage	0
1158	bad sign thriller instantly know whodunit	0
1159	thoughtful unflinching examination alternative lifestyle sex stranger success	4
1160	cockeyed shot way	0
1161	befuddled characterization begin seem long two year affair subject	0
1162	press delete key	0
1163	plot paper thin character n interesting enough watch go daily activity two whole hour	0
1164	best movie many moon passion sometimes fuel best achievement time leave u stranded nothing lesser appetite	4
1165	like smith making fun people laughing	4
1166	best guarded resentful betty manipulative yet needy margot front center	2
1167	director tom dey demonstrated knack mixing action idiosyncratic humor charming debut shanghai noon showtime uninspired send tv cop show cliche mostly leaf shooting blank	4
1168	wo n argue anyone call slacker dumb insulting childish laughed much n mind	2
1169	sparkling often hilarious romantic jealousy comedy attal look much like young robert deniro seems film instead called husband travis bickle	4
1170	throw quirky character odd situation kilter dialogue u say look	4
1171	surprisingly flat retread hobbled half baked setup sluggish pacing	0
1172	hard understand anyone right mind would even think make attraction movie	0
1173	aside showing u explicit detail difficult win two drink minimum crowd little learned watching comedian	2
1174	one best understated performance lrb jack nicholson rrb career	4
1175	intense effective film loneliness chilly anonymity environment many u spend much time	4
1176	still comic book maguire make comic book soul	4
1177	film falter tone	0
1178	amazing	4
1179	modestly comic modestly action oriented world war ii adventure term authenticity one film requires enemy never shoot straight	2
1180	wow knew charles dickens could light hearted	4
1181	hey happy	4
1182	movie anyway	0
1183	n get job done running limited chemistry created ralph fiennes jennifer lopez	0
1184	simply portrait early extreme sport peek skateboard revolution skateboard film social anthropology	2
1185	live wire film never loses ability shock amaze	4
1186	lrb kirshner win close rrb	2
1187	like rudy yellow lodge eyre need take good sweat clarify cinematic vision next creation remember lesson trickster spider	0
1188	large format film well suited capture musician full regalia incredible imax sound system let feel beat toe	4
1189	even bigger ambitious first installment spy kid look made highly gifted year old instead grown man	0
1190	lead unmemorable despite several attempt lengthy dialogue scene one eventually resents inhale gutter romancer secondhand material	0
1191	none suavity classical familiarity bond much good laugh	2
1192	heat moment prevails	4
1193	wait hit cable	2
1194	bigelow handle nuclear crisis sequence evenly milk drama building suspense drag many scene toward end move quickly	0
1195	lrb rrb satisfying niblet	4
1196	fascinate recklessness	4
1197	n seen film lately may surprised variety tone spielberg work	4
1198	lika da accent good thoroughly enjoyed love story	4
1199	movie biggest shock come seeing former nymphette juliette lewis playing salt earth mommy named minnie watching slim travel incognito ridiculous wig respectable halloween costume shop would ever try sell	0
1200	timid soggy near miss	0
1201	hard may believe earth surprisingly similar teen drama better film	0
1202	far frothy piece character complex laden plenty baggage tinged tragic undertone	4
1203	execution pedestrian positive comment make rob schneider actually turn pretty convincing performance prissy teenage girl	2
1204	watching e era dominated cold loud special effect laden extravaganza one struck le lavish grandeur intimacy precision	2
1205	looking story n bother	0
1206	cast spot mood laid back	4
1207	absurdity	2
1208	party hearty teen flick scald like acid	0
1209	moving stark reminder casualty war reach much imagine	4
1210	made tv something posing real movie	0
1211	astonishing lrb frame rrb profound ethical philosophical question form dazzling pop entertainment	4
1212	fan plympton short may marginally enjoy film doubtful listless feature win new viewer	0
1213	problem bread sweet far sentimental	0
1214	tolerate redneck versus blueblood cliche film trade sweet home alabama diverting manner jeff foxworthy stand act	2
1215	oh look clever angle	4
1216	crass insulting homage great film like like hot john wayne classic	0
1217	version move beyond original nostalgia communal film experience yesteryear deeper realization cinema inability stand true lived experience	2
1218	since lee sentimentalist film worshipful random e	2
1219	n know frailty turn bill paxton list director rest contentedly knowledge made least one damn fine horror movie	4
1220	movie certain scene particular brought uncomfortably close losing lunch	0
1221	heavy stench done hanging film	0
1222	addicted film violence form find anything appreciate	2
1223	santa clause plot may sound like co written mattel executive lobbyist tinsel industry	0
1224	energizing intoxicating documentary charting rise hip hop culture general art scratching lrb turntablism rrb particular	4
1225	social political potential state property n end inspiring insightful	0
1226	instead hitting audience head moral schrader relies subtle irony visual device convey point view	4
1227	compellingly watchable	4
1228	slightly flawed lrb fairly unbelievable rrb finale everything else top shelf	4
1229	heist flick young brooklyn hood shelf two year capitalize popularity vin diesel seth green barry pepper	2
1230	movie spends time schneider newcomer mcadams even though performance interesting lrb funnier rrb	0
1231	certainly good movie n horrible either	0
1232	blisteringly rude scarily funny sorrowfully sympathetic damage survey film kieran culkin pitch perfect holden	4
1233	n scary	0
1234	see relationship including son wife wife father two brother incredible subtlety acumen	4
1235	like fish lived long austin power goldmember unnecessary part kinda wrong place	0
1236	grant n cary bullock n katherine	0
1237	seriocomic debut extravagant promise georgian israeli director dover kosashvili	4
1238	lrb rrb clever thriller enough unexpected twist keep interest	4
1239	fan might like trying eat brussels sprout	0
1240	movie eventually snap strain plot contrivance need reassure	0
1241	maelstrom strange compelling engrossing different moral tale twisted sense humor	4
1242	touching small scale story family responsibility care community	4
1243	boast eye catching art direction forcefully quirky tone quickly wear limited welcome	0
1244	smart movie know classical music know freud know sade	4
1245	kinnear give best screen performance oddly winning portrayal one life ultimate loser	4
1246	work fantastic	4
1247	movie never seems fresh vital	2
1248	plodding poorly written murky weakly acted picture feel everyone making lost movie mojo	0
1249	notorious c h cho prof stuff stand tall pryor carlin murphy	4
1250	near end take whole meaning	2
1251	script assumes would subtlety lost target audience also stupid realize already seen exact movie hundred time	0
1252	linklater fan pretentious type want appear avant garde suck project	0
1253	one surefire way get nomination best foreign film oscar make movie whimsical folk learn nonchallenging life affirming lesson walking around foreign city stunning architecture	2
1254	plod along methodically somehow assumption dead wife communicating beyond grave framework even remotely new interesting	0
1255	labute ca n avoid fatal mistake modern era changed male academic lower class brit american choice upset novel exquisite balance shred fabric film	2
1256	virtual roller coaster ride glamour sleaze	2
1257	mostly film hectic homiletic two part exhausting men black mayhem one part family value	2
1258	might want take reality check pay full ticket price see simone consider dvd rental instead	0
1259	boy vividly recall cary grant room one houseboat father goose affectionate depiction gentle war reluctant irresponsible man kid latch onto	2
1260	light yet engrossing piece	4
1261	problem one allows churn one mediocre movie another	0
1262	unpretentious charming quirky original	4
1263	janice beard falter recycled aspect implausibility sag pace rise courageousness comedic employment	4
1264	movie padded allen jelly belly	0
1265	dazzling dream documentary	4
1266	intelligently made lrb beautifully edited rrb picture least spark life say plenty movie flow hollywood pipeline without hitch	4
1267	unexplored story opportunity punch drunk love may worked maker minimalist intent interesting exercise talented writer director anderson	4
1268	aspires cracked lunacy adventure buckaroo banzai thanks astonishingly witless script end like adventure ford fairlane	0
1269	mariah carey give u another peek magic saw glitter wisegirls	4
1270	rock solid family fun gate extremely imaginative wane middle	4
1271	clever unflinching comic barb slap small rewarding comedy take aim contemporary southern adolescence never let	4
1272	scorpion king fun conan barbarian	4
1273	pedro rodrigues	2
1274	college story work even without vulgarity sex scene cussing	4
1275	cheesy backdrop ridiculous action sequence many tired joke men heel	0
1276	disquieting relatively gore free allusion serial murder fall attempt humanize subject	0
1277	lame romantic comedy unsympathetic character someone would likely stupid get involved	0
1278	downward spiral come pas auto focus bear typical junkie opera	0
1279	book tape market film kid stay picture would abridged edition	0
1280	wish windtalker faith dramatic potential true story	2
1281	hour half wondering sometimes amusedly sometimes impatiently strenuously unconventional movie supposed discover answer conventional	0
1282	hate lrb madonna rrb within film first five minute lack skill presence regain ground	0
1283	ebullient tunisian film startling transformation tradition bound widow drawn exotic world belly dancing	4
1284	frankenstein mishmash careen dark satire cartoonish slapstick bartleby performs neither one well	2
1285	something entirely convincing quiet american	2
1286	chelsea wall case many chef fussing weak recipe	0
1287	though filmed partly canada paid full clever way capturing inner city life reagan year	4
1288	still feel like prison stretch	0
1289	home movie gone haywire pretty enjoyable sexual manifesto rather listen old torus amos record	2
1290	ah nuld action hero day might	0
1291	gleefully thumpingly hyperbolic term cover every cliche compendium crass jaded movie type phony baloney movie biz	2
1292	sweetest thing leaf bitter taste	0
1293	setup air leak movie flattening momentum hour go	2
1294	film deliberately lack irony genuine dramatic impact play like powerful drama somehow never seen	4
1295	art film	4
1296	satire easy genuinely satisfying	0
1297	gem captured unhurried low key style favored many director iranian new wave	2
1298	lrb rrb real pleasure laid back way	4
1299	aloof lack real raw emotion fatal film relies personal relationship	0
1300	cruel misanthropic stuff weak claim surrealism black comedy	0
1301	truth	4
1302	symbol float like butterfly spinning styx sting like bee	2
1303	going give marginal thumb	4
1304	otherwise maybe	2
1305	path may familiar first time director denzel washington top notch cast manage keep thing interesting	4
1306	answered yes mean enjoy new guy	4
1307	throw enough clever unexpected twist make formula feel fresh	4
1308	well n slightest difficulty accepting role	4
1309	premise jason x silly strangely believable	4
1310	ya yas everywhere forgive flaw love film	4
1311		4
1312	lrb washington rrb strong hand keen eye sweet spirit good taste reflected almost every scene	4
1313	dumb fun curiously adolescent movie	4
1314	cold scattered minority report command interest almost solely exercise gorgeous visuals	2
1315	national lampoon van wilder may aim next animal house closely resembles year version tomcat	2
1316	well made indieflick need trim chemistry star	4
1317	film truly rescue lrb funk brother rrb motown shadow	2
1318	director chris wedge screenwriter michael berg michael j wilson peter ackerman create episode rival vintage looney tune creative mayhem brief amount time	4
1319	star helped give spark chasing amy changing lane fall flat thinking man cia agent jack ryan summer new action film sum fear	0
1320	playful iranian parable openness particularly need people diverse political perspective get along despite ideological difference	4
1321	one kind movie	2
1322	taste fizz	0
1323	control alt delete simone quickly possible	0
1324	strong filmmaking requires clear sense purpose oh important category four feather come short	0
1325	enriched strong unforced supporting cast	4
1326	nothing overly original mind solidly entertaining	4
1327	best grand scale moviemaking larger life figure artist awarded mythic status contemporary culture	4
1328	funny sick twisted sort way	4
1329	fun real howler	4
1330	manipulative feminist empowerment tale thinly posing serious drama spousal abuse	0
1331	semi autobiographical film sloppily written cast believe anyone central creation bugsy caterer anything	0
1332	renner	2
1333	violence movie remarkably dull caine making much impression	0
1334	trade run mill revulsion extreme unease	2
1335	powerful voice pop cyber culture feed bjorkness	4
1336	like many western action film thriller loud thoroughly overbearing heartfelt concern north korea recent past south korea future add much needed moral weight	4
1337	actor fantastic	4
1338	got familiar bruckheimer element schumacher probably good job anyone bringing hopkins rock collision acting style onscreen persona	4
1339	trinity assembly approach endeavor shocking lack irony george ratliff documentary hell house reflects earnestness make terrifying film	2
1340	becomes last thing would expect film title indeed plympton film boring	0
1341	set world far one u inhabit	2
1342	call cynic something awfully deadly movie life affirming message	0
1343	problem difficult movie movie ask audience meet halfway connect dot instead thing spelled	2
1344	surrounding u hyper artificiality haynes make u see familiar issue like racism homophobia fresh way	4
1345	though frida easier swallow julie taymor preposterous titus eye candy lack considerable brio	0
1346	full frontal open today nationwide could almost classified movie industry satire lack generous inclusiveness genre definitive disingenuous feature	0
1347	humor recognizably plympton actually bothered construct real story time	4
1348	drumline show level young black manhood funny touching smart complicated	4
1349	movie filled unlikable spiteful idiot whether friendship salvaged make difference least	0
1350	insufferable movie meant make think existential suffering	0
1351	sensitive smart savvy compelling coming age drama delf passive aggressive psychology co dependence struggle self esteem	4
1352	small moment flashback n add much trite observation human condition	0
1353	beautifully observed character piece	4
1354	though inspires lrb field rrb creative thought film detriment much cinematic collage polemical tract	2
1355	perhaps grossest movie ever made	0
1356	good job establishing time place telling fascinating character story	4
1357	fact n even seem like tried	0
1358	spare yet audacious	2
1359	three excellent principal singer youthful good looking diva tenor richly handsome location enough make wish jacquot left well enough alone filmed opera without distortion perspective	2
1360	several scene tacky nonsense wistful testosterone charged wizardry jerry bruckheimer production especially half past dead like rock wal mart budget	0
1361	could n someone take rob schneider switch body funny person	0
1362	formuliac fun	4
1363	might acceptable printed page iles book translate well screen	0
1364	sight spaceship launching pad duly impressive imax dimension shot astronaut floating cabin	4
1365	hannibal would say yes like old friend dinner	4
1366	williams absolutely nail sy queasy infatuation overall strangeness	4
1367	paul bettany good ultra violent gangster wannabe movie certainly number	0
1368	kind movie need watch thirty second say ah yes bad bad bad movie	0
1369	personally rather watch animal planet	0
1370	lively appeal last kiss lie ease integrates thoughtfulness pasta fagioli comedy	4
1371	annoying orgy excess exploitation point go nowhere	0
1372	deeply spiritual film tap meaning consolation afterlife communication	4
1373	two sign night shyamalan debut feature sucked give mystic genre cinema unbreakable sign	0
1374	filmmaker try balance pointed often incisive satire unabashed sweetness result sometimes bracing sometimes baffling quite often unexpected way touching	4
1375	little elaborate conceit setting blood soaked tragedy murderous ambition era richard nixon	2
1376	go girl right reality drain	0
1377	power shanghai ghetto documentary dana janklowicz mann amir mann rest voice men woman lived	4
1378	funny touching	4
1379	nothing redeeming movie	0
1380	spectacular performance ahem hope acting	4
1381	waterlogged script plumb uncharted depth stupidity incoherence sub sophomoric sexual banter	0
1382	concentrate far much awkward interplay utter lack chemistry chan hewitt	0
1383	stirring tribute bravery dedication world reporter willingly walk nightmare war record event posterity help u clearly see world making	4
1384	lot like imaginary sport project onto screen loud violent mindless	0
1385	like extreme action packed film hint humor triple x mark spot	4
1386	simplicity way home equal side aesop	2
1387	reason see movie case masochism hour half blow	0
1388	film saved n kid cute sentimentality warmth n faked stately sense composition	4
1389	piece film buzz whir little actually click	0
1390	like good romance son bride prof never late learn	4
1391	one funniest motion picture year also one curiously depressing	4
1392	film flawed brilliant equal measure	4
1393	imponderably stilted self consciously arty movie	0
1394	story like ravel bolero build crescendo encompasses many path started	4
1395	thing virtually unwatchable	0
1396	movie best work u second helping love romance tragedy false dawn real dawn comic relief two separate crisis marriage ceremony lush scenery cotswold	4
1397	concept idea thrill ride	4
1398	thanks presence king also rock	4
1399	n feel least bit ashamed admitting enjoyment came expense seeing justice served even dish best served cold	4
1400	everybody love david goliath story one told almost entirely david point view	4
1401	performance strong though subject matter demand acting border hammy time	4
1402	inexperienced director mehta much learn	0
1403	ryosuke created wry winning languidly paced meditation meaning value family	2
1404	caffeinated sloppy brilliance sparkling idea wish developed care animated energy put dutiful effort disciplined grade grubbers shame	4
1405	smart	0
1406	wear heart sleeve gaudy hawaiian shirt	0
1407	like skillful fisher director us last act reel audience since poignancy hook u completely	4
1408	wild ride eight boarder venice beach deserved co winner audience award documentary sundance film festival	4
1409	film n really believe break mood absurdly inappropriate comedy scene	0
